label,offered_qps,run,idx,status,wall_s,queue_time_s,ttft_s,total_time_s,output_tps,prompt_tokens,cached_prompt_tokens,generated_tokens,preemptions
continuous,3.0,1,7,200,0.7678374159149826,0.00848,0.05697,0.76591,43.72748,62,32,32,0
continuous,3.0,1,8,200,0.82102045789361,0.01284,0.06741,0.81917,41.23669,64,48,32,0
continuous,3.0,1,9,200,0.8057059999555349,0.02789,0.08576,0.80105,43.33912,62,48,32,0
continuous,3.0,1,10,200,0.6195168751291931,0.00125,0.05231,0.61696,54.90067,65,48,32,0
continuous,3.0,1,11,200,0.5373247498646379,0.01394,0.08246,0.53548,68.42937,66,32,32,0
continuous,3.0,1,12,200,0.4444630828220397,0.00025,0.03448,0.43965,76.51142,64,48,32,0
continuous,3.0,1,13,200,0.4349070410244167,0.00488,0.04954,0.43188,81.08021,65,48,32,0
continuous,3.0,1,14,200,0.6910660830326378,0.0013,0.04891,0.68113,49.03366,62,32,32,0
continuous,3.0,1,15,200,0.7113892920315266,0.00985,0.05986,0.70726,47.88316,62,32,32,0
continuous,3.0,1,16,200,0.6406654580496252,0.00229,0.06381,0.63481,54.29014,64,48,32,0
continuous,3.0,1,17,200,0.4300147909671068,0.00439,0.07302,0.42628,87.75379,65,48,32,0
continuous,3.0,1,18,200,0.9053890840150416,0.0009,0.04749,0.88365,37.07432,63,48,32,0
continuous,3.0,1,19,200,0.9046719169709831,0.00744,0.05382,0.89762,36.73826,63,32,32,0
continuous,3.0,1,20,200,0.8553984169848263,0.00456,0.06482,0.85248,39.35692,65,48,32,0
continuous,3.0,1,21,200,0.6802777908742428,0.01693,0.07666,0.67678,51.65671,63,32,32,0
continuous,3.0,1,22,200,0.27802941715344787,0.00152,0.03598,0.27552,129.41221,65,48,32,0
continuous,3.0,1,23,200,0.3249131250195205,0.00066,0.0597,0.32085,118.70338,66,32,32,0
continuous,3.0,1,24,200,0.4942794169764966,0.00128,0.0571,0.48861,71.84112,64,48,32,0
continuous,3.0,1,25,200,0.4405777498614043,0.0034,0.05306,0.43747,80.64393,65,48,32,0
continuous,3.0,1,26,200,0.3657417499925941,0.00096,0.04538,0.3599,98.56203,62,32,32,0
continuous,3.0,1,27,200,0.4027808338869363,0.00086,0.04381,0.3957,88.09708,62,32,32,0
continuous,3.0,1,28,200,0.4591633330564946,0.00034,0.04414,0.44921,76.52909,64,48,32,0
continuous,3.0,1,29,200,0.350604958133772,0.00724,0.05723,0.33921,109.93692,65,48,32,0
continuous,3.0,1,30,200,0.35883791698142886,0.00141,0.05762,0.34681,107.19327,63,48,32,0
continuous,3.0,1,31,200,0.3171845830511302,0.00084,0.0474,0.31239,116.98663,63,32,32,0
continuous,3.0,1,32,200,0.31780112511478364,0.00078,0.04742,0.31427,116.16904,65,48,32,0
continuous,3.0,1,33,200,0.4130958749447018,0.00188,0.05403,0.40761,87.67356,63,32,32,0
continuous,3.0,1,34,200,0.49544508405961096,0.00113,0.06826,0.48974,73.54892,65,48,32,0
continuous,3.0,1,35,200,0.44139016582630575,0.00809,0.07365,0.43279,86.31939,66,32,32,0
continuous,3.0,1,36,200,0.35948454099707305,0.00186,0.07812,0.35249,112.98853,64,48,32,0
continuous,3.0,1,37,200,0.3860060840379447,0.00085,0.05208,0.37672,95.49101,65,48,32,0
continuous,3.0,1,38,200,0.6612531249411404,0.00247,0.0593,0.64399,53.01965,62,32,32,0
continuous,3.0,1,39,200,0.6607625829055905,0.00859,0.05476,0.64143,52.84093,62,32,32,0
continuous,3.0,1,40,200,0.6372911250218749,0.00924,0.0723,0.62521,56.0662,64,48,32,0
continuous,3.0,1,41,200,0.46884083305485547,0.00283,0.04823,0.46643,74.12672,65,48,32,0
continuous,3.0,1,42,200,0.435163666959852,0.00509,0.05437,0.43305,81.86432,63,48,32,0
continuous,3.0,1,43,200,0.4498131249565631,0.00046,0.04454,0.4452,77.37136,63,32,32,0
continuous,3.0,1,44,200,0.5917317077983171,0.01101,0.08196,0.5731,63.11888,65,48,32,0
continuous,3.0,1,45,200,0.541490415809676,0.0221,0.07803,0.53779,67.42623,63,32,32,0
continuous,3.0,2,0,200,0.8702118750661612,0.00045,0.03726,0.86484,37.45819,63,48,32,0
continuous,3.0,2,1,200,1.1185364169068635,0.00442,0.05597,1.11601,29.24434,64,48,32,0
continuous,3.0,2,2,200,1.1323971250094473,0.03849,0.16484,1.1275,32.20243,61,32,32,0
continuous,3.0,2,3,200,1.1381497920956463,0.03601,0.16203,1.12546,32.17687,61,32,32,0
continuous,3.0,2,4,200,1.1197216250002384,0.01533,0.14135,1.10526,32.16062,63,48,32,0
continuous,3.0,2,5,200,0.8900348749011755,0.01073,0.06717,0.88313,37.99171,64,48,32,0
continuous,3.0,2,6,200,0.8045714579056948,0.00102,0.04309,0.78605,41.72464,62,48,32,0
continuous,3.0,2,7,200,0.8211116250604391,0.04177,0.12767,0.80366,45.859,62,32,32,0
continuous,3.0,2,8,200,0.7860078329686075,0.02078,0.10665,0.78298,45.83561,64,48,32,0
continuous,3.0,2,9,200,0.37034312495961785,0.00058,0.06505,0.36646,102.84995,62,48,32,0
continuous,3.0,2,10,200,0.6318383330944926,0.00061,0.05085,0.62466,54.02542,65,48,32,0
continuous,3.0,2,11,200,0.603219874901697,0.00075,0.06687,0.6006,58.08187,66,32,32,0
continuous,3.0,2,12,200,0.45613258285447955,0.00778,0.06284,0.44859,80.36254,64,48,32,0
continuous,3.0,2,13,200,0.549886167049408,0.00337,0.05266,0.54309,63.20977,65,48,32,0
